latitude,longitude,band1,band2,band3,band4,band5,band6,band7,value
-8789850.0,184950.0,0.105112590532922,0.0827156424435938,0.052755549071967,0.315519718295041,0.132640883941759,296.178606866179,0.0445861966455248,203.4
-8784900.0,174600.0,0.10484042128518,0.0857316396626029,0.053527271153753,0.271463276698665,0.0902474676105702,295.969709783945,0.0272918330229533,198.3
-8775000.0,164700.0,0.103467675776429,0.0791469090987302,0.048931916606577,0.248618544670308,0.0785933132120934,296.842689476088,0.022097663486404,203.1
-8775000.0,169650.0,0.108848644043626,0.0906645707031385,0.0557149221744304,0.338889248009665,0.128227457552471,296.123927271543,0.0397975369564589,199.1
-8775000.0,174600.0,0.0965262652154706,0.071028434952548,0.0422469849759775,0.194788431688381,0.0544675073321401,294.407491235724,0.0177120664674527,196.3
-8775000.0,194850.0,0.114750245555533,0.0944662790206187,0.0620823126104379,0.338984095897552,0.133135944398901,296.898768378837,0.0427537711173612,201.7
-8769600.0,164700.0,0.106090378751406,0.0896035456288348,0.0574818895673923,0.360817947361596,0.156995398034831,296.720243154301,0.0539509096529432,199.4
-8769600.0,174600.0,0.109988866004691,0.091012833036777,0.0594003925538267,0.342974075666014,0.155297737746884,296.470548198846,0.0549426493418361,196.3
-8769600.0,184950.0,0.112143067025521,0.0933876020068642,0.0591686981721046,0.333807899488208,0.155103240530085,296.474790621196,0.0553449232668409,196.4
-8769600.0,189900.0,0.107985263964778,0.0862567044339951,0.0645417805361752,0.27739092733384,0.137012592883158,297.81826901836,0.0521763028838423,196.7
-8769600.0,194850.0,0.103676850452263,0.0897932157536683,0.0537243514473236,0.275981826482108,0.0999387771295853,296.841302248814,0.030268153803973,198.5
-8764650.0,154800.0,0.106677275635858,0.0847610817213806,0.0541959575476979,0.27443063074038,0.130596946320049,296.488472240638,0.0457008292359939,198.2
-8764650.0,164700.0,0.111953455356386,0.0962555010173357,0.0622042039192017,0.36281231982963,0.182875768794686,296.296902706011,0.0642279992601315,198.3
-8764650.0,169650.0,0.112206714982196,0.0938956883295317,0.0622646924843757,0.350475767759695,0.151842522807552,295.354742705064,0.05157909326921,197.7
-8764650.0,174600.0,0.115334494455961,0.0962209714125831,0.0628052403404238,0.382051036724463,0.186798393076761,297.016077860123,0.0684296131029414,196.5
-8764650.0,184950.0,0.111767118831805,0.0958908735453671,0.0613994188720482,0.353215220731055,0.169330470743785,296.844469057395,0.0589342377086242,195.8
-8764650.0,189900.0,0.113602527632856,0.0942984161045827,0.0608591982544686,0.334519065595359,0.140965271467833,296.478060089206,0.0463637991369251,195.0
-8764650.0,194850.0,0.112423489035413,0.0927638716602207,0.0577448565865922,0.281938262508402,0.0893821620112774,297.000473777176,0.02645975352749,197.0
-8759700.0,154800.0,0.110307738066812,0.0967652672866601,0.0658706107005483,0.355844513857835,0.174823750269442,297.003433156533,0.0664950489643406,197.6
-8759700.0,159750.0,0.116890493418754,0.0981826845430555,0.064148010154302,0.408022468572306,0.179660274790725,296.467538125002,0.0649308994409131,197.9
-8759700.0,164700.0,0.116559910896523,0.10228294283352,0.0646049915797885,0.40290744067418,0.171379789731885,296.863540047204,0.0606372606778083,198.1
-8759700.0,169650.0,0.111380586113928,0.0922876806379284,0.0585568233871116,0.347414724911352,0.147716306803117,296.387381309359,0.0514717225637335,197.3
-8759700.0,174600.0,0.116902950833955,0.0965216966119687,0.0621962690180189,0.337285570601015,0.147133573998058,297.189784603205,0.0509709761478177,196.7
-8759700.0,184950.0,0.112079296355863,0.0937874751680956,0.0606273780594022,0.330070134314643,0.167367537813748,296.735537734882,0.0603998882592257,195.4
-8759700.0,189900.0,0.104889288818785,0.0805357925331003,0.0504145552470179,0.243059050728881,0.0682209794927335,297.380160783292,0.0184902789879852,194.7
-8759700.0,244800.0,0.107382122604066,0.0848992447452288,0.0541331135611163,0.248881481844619,0.0875218498684861,297.197404801143,0.026501898697365,197.8
-8754750.0,154800.0,0.107603179478015,0.0920486631837559,0.0598167682434242,0.35217234446305,0.16187651732448,296.027120058598,0.0598641830831905,197.3
